"address","city","zip_code","sold_date","price","rooms","size","build_year","latitude","longitude"
"Banegårdsgade 1, 2. 16","Aarhus C",8000,"2020-05-27",1050000,1,40,1956,56.15066,10.200121
"Nørre Allé 37, 1. tv","Aarhus C",8000,"2020-05-27",1850000,4,103,1912,56.15968,10.203379
"Valdemarsgade 45A, st","Aarhus C",8000,"2020-05-26",1495000,2,55,1898,56.150066,10.197033
"Banegårdsgade 12, 1","Aarhus C",8000,"2020-05-25",3431000,8,144,1890,56.15036,10.20046
"Valdemars Have 28, st. 1","Aarhus C",8000,"2020-05-25",1250000,2,64,2019,56.151566,10.196982
"Vestre Ringgade 158, 3. tv","Aarhus C",8000,"2020-05-22",1200000,3,71,1948,56.166466,10.189589
"Museumsgade 20, 2. tv","Aarhus C",8000,"2020-05-21",2956000,4,104,1915,56.156254,10.1975765
"Skt. Nicolaus Gade 3, 2. 10","Aarhus C",8000,"2020-05-18",1147500,2,65,1969,56.151073,10.199332
"Ceresbyen 31, 2. 1","Aarhus C",8000,"2020-05-18",2050000,3,84,2017,56.156517,10.190962
"Herluf Trolles Gade 44, 1. th","Aarhus N",8200,"2020-05-15",1835000,2,59,1926,56.173027,10.216006
"Åhusene 11, 6. 3","Aarhus C",8000,"2020-05-13",1190000,2,52,2014,56.152912,10.186635
"Frederiks Allé 57, 1","Aarhus C",8000,"2020-05-12",2050000,2,62,1900,56.14995,10.199005
"Skovvejen 44B, st. th","Aarhus C",8000,"2020-05-11",1147500,2,60,1936,56.16795,10.218809
"Marselisborg Allé 5, 1. th","Aarhus C",8000,"2020-05-11",2273166,2,63,1875,56.14775,10.207832
"Falstersgade 45, 3","Aarhus C",8000,"2020-05-11",2050000,2,56,1895,56.164112,10.199309
"Otte Ruds Gade 21, 3. th","Aarhus N",8200,"2020-05-11",1105000,2,63,1936,56.171436,10.217364
"Strandvejen 8A, 4. th","Aarhus C",8000,"2020-05-10",2125000,2,58,1914,56.147846,10.208965
"Vestervang 34, st. th","Aarhus C",8000,"2020-05-10",1320000,1,43,1983,56.164543,10.191281
"Vestre Ringgade 152, 1. tv","Aarhus C",8000,"2020-05-08",1651000,4,86,1949,56.166115,10.189102
"Marselis Boulevard 28, 7. 3","Aarhus C",8000,"2020-05-06",2150000,2,78,1959,56.141796,10.201582
"Høegh-Guldbergs Gade 99B, 2. tv","Aarhus C",8000,"2020-05-06",745000,2,65,1898,56.163723,10.205545
"Knudrisgade 49, 3","Aarhus C",8000,"2020-05-06",2325000,2,72,1895,56.163433,10.214373
"Grønnegade 66, 2. tv","Aarhus C",8000,"2020-05-06",2080000,2,57,1914,56.159794,10.201296
"Oslogade 12, 2. th","Aarhus N",8200,"2020-05-05",1950000,2,63,1952,56.175632,10.2002125
"Nordborggade 1, 1. tv","Aarhus C",8000,"2020-05-05",2325000,3,83,1958,56.1439,10.186858
"Sonnesgade 19, 4. tv","Aarhus C",8000,"2020-05-04",1850000,2,51,1918,56.15008,10.194036
"Ny Munkegade 66, st. tv","Aarhus C",8000,"2020-05-04",1200000,2,46,1898,56.16329,10.202274
"Skt. Nicolaus Gade 3, 2. 8","Aarhus C",8000,"2020-05-04",2880000,3,90,1969,56.151073,10.199332
"Kaserneboulevarden 9, 3. th","Aarhus C",8000,"2020-05-03",1980000,2,64,1938,56.16485,10.20102
"Mejlgade 84, 2","Aarhus C",8000,"2020-05-03",3400000,4,102,1900,56.161823,10.214719
"Eckersbergsgade 21, 1. th","Aarhus C",8000,"2020-05-03",1800000,2,50,1936,56.151684,10.195848
"Ny Munkegade 68B, 1. th","Aarhus C",8000,"2020-05-03",1975000,3,57,1910,56.16347,10.202501
"Nordre Ringgade 88, 2. th","Aarhus N",8200,"2020-05-03",2495000,3,72,1936,56.173492,10.212652
"Finsensgade 73, 3. th","Aarhus N",8200,"2020-05-02",2150000,3,78,1951,56.17586,10.205507
"Gebauersgade 2, 4. 4","Aarhus C",8000,"2020-04-29",2115000,2,55,2004,56.15192,10.193972
"Tage-Hansens Gade 3, 4. th","Aarhus C",8000,"2020-04-29",1927500,2,64,1945,56.157345,10.184173
"Langenæs Allé 43, kl","Aarhus C",8000,"2020-04-28",1935000,4,83,1968,56.141335,10.181825
"Randersvej 53, st. tv","Aarhus N",8200,"2020-04-28",1650000,2,55,1933,56.176086,10.201367
"Skolegade 7, 3. th","Aarhus C",8000,"2020-04-27",2677500,4,149,1900,56.156322,10.211505
"Silkeborgvej 7, 5. 1","Aarhus C",8000,"2019-03-14",2998000,3,73,2017,56.156742,10.190741
"Esther Aggebos Gade 4, 1. 1","Aarhus C",8000,"2019-03-14",6400000,5,198,2017,56.16637,10.226709
"Hedemannsgade 14, 1. th","Aarhus C",8000,"2019-03-13",1970000,2,57,1911,56.146904,10.191397
"Østboulevarden 33, 3","Aarhus C",8000,"2019-03-13",1878000,2,46,1898,56.164833,10.212471
"Finderupvej 2N, 1. 1","Aarhus C",8000,"2019-03-13",2300000,2,64,2009,56.15505,10.181395
"Høegh-Guldbergs Gade 35, 1. th","Aarhus C",8000,"2019-03-13",2000000,2,59,1936,56.162422,10.210456
"Fredensgade 32A, st","Aarhus C",8000,"2019-03-12",1915000,2,59,1918,56.15304,10.208191
"Lyøgade 11, st. tv","Aarhus N",8200,"2019-03-12",1900000,2,62,1939,56.173855,10.200452
"Åhusene 11, 2. 2","Aarhus C",8000,"2019-03-12",1487500,3,68,2014,56.152912,10.186635
"Bernhardt Jensens Boulevard 123, 6. 2","Aarhus C",8000,"2019-03-12",3900000,2,88,2017,56.166744,10.227419
"Hans Broges Gade 39, 1. tv","Aarhus C",8000,"2019-03-11",5450000,6,146,1907,56.143066,10.204463
"Skanderborgvej 37","Aarhus C",8000,"2019-03-11",1775000,3,79,1938,56.14026,10.183257
"Tøndergade 84, 1. tv","Aarhus C",8000,"2019-03-11",1750000,3,79,1957,56.140564,10.181143
"Mejlgade 72, 4. th","Aarhus C",8000,"2019-03-10",4100000,4,107,1931,56.160915,10.213933
"Frederiks Allé 28, 2. a","Aarhus C",8000,"2019-03-10",2025000,2,67,1986,56.15063,10.199023
"Langenæs Allé 47, st. tv","Aarhus C",8000,"2019-03-10",1710000,2,70,1960,56.1412,10.180963
"Sønder Allé 10, 2. th","Aarhus C",8000,"2019-03-10",4350000,4,135,1888,56.152794,10.205845
"Skovvangsvej 22, 1. mf","Aarhus N",8200,"2019-03-10",1190000,2,40,1955,56.176514,10.201834
"Bernhardt Jensens Boulevard 93, 6. th","Aarhus C",8000,"2019-03-10",4000000,3,103,2016,56.16578,10.225824
"Bernhardt Jensens Boulevard 117, 5. 1","Aarhus C",8000,"2019-03-10",3400000,3,101,2017,56.166786,10.227049
"Nørre Allé 88, 1. tv","Aarhus C",8000,"2019-03-09",3498000,4,119,1930,56.159107,10.201102
"Helgolandsgade 15, st","Aarhus C",8000,"2019-03-09",1930000,2,51,1885,56.148697,10.20122
"Mejlgade 82B, 4. th","Aarhus C",8000,"2019-03-07",2012500,4,82,1901,56.161713,10.214596
"Ny Munkegade 68, st. th","Aarhus C",8000,"2019-03-07",1425000,1,40,1900,56.16338,10.202176
"F. Vestergaards Gade 16, st. th","Aarhus C",8000,"2019-03-07",1495000,2,69,1930,56.14304,10.195178
"Åboulevarden 54, 3","Aarhus C",8000,"2019-03-07",3490000,4,113,1902,56.1566,10.207924
"Strandparken 17, 2. th","Aarhus C",8000,"2019-03-07",2998000,2,71,1935,56.144592,10.206446
"Ny Munkegade 46, 1","Aarhus C",8000,"2019-03-07",3278000,3,82,1897,56.162357,10.203126
"Skanderborgvej 33, 5. th","Aarhus C",8000,"2019-03-06",2185000,3,65,1938,56.140423,10.183584
"Trepkasgade 29, 1. th","Aarhus C",8000,"2019-03-06",1950000,2,58,1933,56.144703,10.189175
"Samsøgade 78, 4","Aarhus C",8000,"2019-03-06",1100000,2,47,1899,56.162052,10.200576
"Vesterport 8B, st","Aarhus C",8000,"2019-03-06",2675000,3,83,1870,56.158047,10.200052
"Knudrisgade 45, 2","Aarhus C",8000,"2019-03-06",2225000,3,73,1895,56.163315,10.214163
"Kirkedammen 9, st. th","Aarhus C",8000,"2019-03-06",1848000,3,84,1962,56.14057,10.179496
"Åhusene 6, 3. 4","Aarhus C",8000,"2019-03-06",2237500,2,55,2013,56.15303,10.187961
"Valdemars Have 30, 5. tv","Aarhus C",8000,"2019-03-06",5350000,4,117,2019,56.151646,10.19666
"Silkeborgvej 3, st. 1","Aarhus C",8000,"2019-03-06",2500000,3,73,2017,56.15684,10.191343
"Irma Pedersens Gade 25, 7. 4","Aarhus C",8000,"2019-03-06",7250000,3,117,2019,56.16339,10.228459
"Peder Skrams Gade 16, 3","Aarhus N",8200,"2020-02-12",2208000,2,51,1911,56.17353,10.219001
"Jordbrovej 31, 1. 3","Aarhus N",8200,"2020-02-12",1020000,1,33,1967,56.17458,10.199906
"Ankersgade 7, 4. tv","Aarhus C",8000,"2020-02-12",2298000,2,46,1900,56.148273,10.192624
"Guldsmedgade 20B, 1. th","Aarhus C",8000,"2020-02-12",1498000,1,31,1816,56.158493,10.207884
"Rosenkrantzgade 18A, st","Aarhus C",8000,"2020-02-12",7800000,2,72,1900,56.15241,10.20656
"Thorvaldsensgade 31, 1. 1","Aarhus C",8000,"2020-02-12",3075000,3,77,2017,56.156837,10.19446
"Dannebrogsgade 3, 1. 3","Aarhus C",8000,"2020-02-11",2161000,2,70,1882,56.146175,10.194182
"Thunøgade 24, 4. th","Aarhus C",8000,"2020-02-11",2925000,3,72,1912,56.161385,10.205283
"Montanagade 45A, 3","Aarhus C",8000,"2020-02-11",2375000,3,57,1887,56.14589,10.200034
"Willemoesgade 41, st. 1","Aarhus N",8200,"2020-02-11",1295000,1,38,1940,56.174706,10.211641
"Bernhardt Jensens Boulevard 109, st","Aarhus C",8000,"2020-02-11",3850000,4,143,2017,56.16685,10.22669
"Marselis Boulevard 65, 1. tv","Aarhus C",8000,"2020-02-10",2350000,4,63,1933,56.13989,10.193454
"Vestervang 8, 2. 826","Aarhus C",8000,"2020-02-10",2430000,3,75,1970,56.162125,10.194457
"Sølystgade 56, 1","Aarhus C",8000,"2020-02-10",2825000,3,77,1898,56.161854,10.20388
"Åboulevarden 19B, 3. tv","Aarhus C",8000,"2020-02-10",3098000,3,93,2008,56.15477,10.210067
"Joh. Baunes Plads 6, 1. tv","Aarhus C",8000,"2020-02-10",1560000,5,132,1929,56.141575,10.19513
"Skovvejen 46F, 1. th","Aarhus C",8000,"2020-02-09",1987500,2,57,1938,56.168232,10.218946
"Fåborggade 7A, 1. tv","Aarhus C",8000,"2020-02-08",2085000,2,58,1911,56.143456,10.203299
"Vestre Ringgade 208, 3. tv","Aarhus C",8000,"2020-02-08",2390000,3,70,1950,56.169098,10.194635
"Vestervang 7, 6. 763","Aarhus C",8000,"2020-02-07",4500000,4,116,1970,56.16203,10.195057
"Sjællandsgade 119A, 1. tv","Aarhus C",8000,"2020-02-07",1620000,2,50,1899,56.16347,10.202856
"Skovvejen 50, kl. tv","Aarhus C",8000,"2020-02-07",1175000,1,36,1910,56.16868,10.219186
"Bernhardt Jensens Boulevard 117, 4. 3","Aarhus C",8000,"2020-02-07",3305000,2,86,2017,56.166786,10.227049
"Frederiks Allé 120, 1. th","Aarhus C",8000,"2020-02-06",2150000,2,63,1874,56.147545,10.195448
"Skt. Pauls Kirkeplads 12B, 1","Aarhus C",8000,"2020-02-06",2630000,3,63,1903,56.145782,10.203161
"Åparken 8, 2. 4","Aarhus C",8000,"2020-02-06",2635000,3,82,2001,56.154118,10.188255
"Rudolph Wulffs Gade 15, 2. th","Aarhus C",8000,"2020-02-05",2620000,3,80,1953,56.139847,10.184326
"Frederiks Allé 53, 2","Aarhus C",8000,"2020-02-05",2272000,2,71,1875,56.15006,10.199144
"F. Vestergaards Gade 30, 2. th","Aarhus C",8000,"2020-02-05",2269000,3,103,1929,56.142006,10.195377
"Jens Baggesens Vej 98, 2. tv","Aarhus N",8200,"2020-02-05",2355000,3,85,1968,56.17065,10.196451
"Nordborggade 38, 1. tv","Aarhus C",8000,"2020-02-05",2485000,3,77,1952,56.146267,10.18485
"Høegh-Guldbergs Gade 139, st. tv","Aarhus C",8000,"2020-02-04",2060000,2,64,1938,56.16489,10.202199
"Søndre Ringgade 63, 1. mf","Aarhus C",8000,"2020-02-04",2800000,3,76,1938,56.145576,10.186533
"Nordre Ringgade 102, 3. tv","Aarhus N",8200,"2020-02-04",2550000,3,77,1934,56.174137,10.214211
"Oslogade 20, st. tv","Aarhus N",8200,"2020-02-04",3150000,3,83,1911,56.17575,10.199422
"Ceresbyen 66, 6. 4","Aarhus C",8000,"2020-02-04",5515000,3,109,2017,56.15669,10.194395
"Saltholmsgade 9, 1. tv","Aarhus C",8000,"2020-02-04",4775000,4,112,1924,56.158463,10.196067
"Silkeborgvej 7, 4. 2","Aarhus C",8000,"2019-06-09",2225000,2,52,2017,56.156742,10.190741
"Bissensgade 6, 4. tv","Aarhus C",8000,"2019-06-08",1563000,2,54,1902,56.154953,10.197328
"Nørre Allé 88, 5. th","Aarhus C",8000,"2019-06-06",2150000,3,64,1930,56.159107,10.201102
"Langelandsgade 201, 3. tv","Aarhus N",8200,"2019-06-06",1800000,2,60,1939,56.172966,10.200478
"Fåborggade 12, 2. tv","Aarhus C",8000,"2019-06-06",2200000,2,60,1911,56.143673,10.202456
"Trøjborgvej 22, 1. tv","Aarhus N",8200,"2019-06-06",2160000,2,46,1900,56.169476,10.215292
"Hjelmensgade 2, 3","Aarhus C",8000,"2019-06-06",3825000,5,137,1950,56.16164,10.210431
"Max Müllers Gade 2B, 3. th","Aarhus C",8000,"2019-06-06",3665000,4,104,1927,56.144978,10.189902
"St.St. Blichers Gade 6, st","Aarhus C",8000,"2019-06-05",2000000,2,52,1893,56.148117,10.206102
"Østboulevarden 1, 4. tv","Aarhus C",8000,"2019-06-05",2950000,3,83,1895,56.163567,10.214439
"Vestre Ringgade 202, 2. tv","Aarhus C",8000,"2019-06-05",2450000,3,85,1948,56.16882,10.193957
"Trøjborgvej 8A, st. tv","Aarhus N",8200,"2019-06-05",1050000,2,64,1916,56.16909,10.217709
"Marselisborg Allé 20, st","Aarhus C",8000,"2019-06-04",2240000,3,66,1896,56.146923,10.20658
"Randersvej 53, 2. th","Aarhus N",8200,"2019-06-04",1675000,2,59,1933,56.176086,10.201367
"Helga Pedersens Gade 3, 4. 4","Aarhus C",8000,"2019-06-04",5000000,4,109,2014,56.16661,10.229147
"Helga Pedersens Gade 3, 4. 3","Aarhus C",8000,"2019-06-04",3195000,2,72,2014,56.16661,10.229147
"Christiansgade 27, 3. th","Aarhus C",8000,"2019-06-04",2900000,3,75,1900,56.155415,10.203072
"Lundbyesgade 23, 2. tv","Aarhus C",8000,"2019-06-03",2323000,2,58,1925,56.154556,10.194861
"Fåborggade 7A, 4. tv","Aarhus C",8000,"2019-06-03",2350000,2,53,1911,56.143456,10.203299
"Dronning Margrethes Vej 61, 1","Aarhus N",8200,"2019-06-03",3795000,4,117,1901,56.17252,10.220297
"Nordborggade 3, 2. th","Aarhus C",8000,"2019-06-03",531250,2,64,1958,56.14398,10.186707
"Valdemars Have 7, 5. tv","Aarhus C",8000,"2019-06-03",6900000,4,153,2019,56.15125,10.196871
"Valdemars Have 28, 3. mf","Aarhus C",8000,"2019-06-03",3370000,3,76,2019,56.151566,10.196982
"Hendrik Pontoppidans Gade 6, 3. tv","Aarhus C",8000,"2019-06-02",1235000,2,61,1906,56.14495,10.205369
"Lundingsgade 26, st. th","Aarhus C",8000,"2019-06-02",2100000,2,53,1917,56.14533,10.194955
"Banegårdsgade 5, 2","Aarhus C",8000,"2019-06-02",2500000,1,66,1883,56.15058,10.200464
"Borggade 5, 4. th","Aarhus C",8000,"2019-06-02",1875000,2,73,1933,56.159645,10.208625
"Irma Pedersens Gade 115, 8. th","Aarhus C",8000,"2019-06-02",4995000,3,97,2019,56.16301,10.228783
"Åhusene 11, 7. 5","Aarhus C",8000,"2019-05-31",1318000,2,58,2014,56.152912,10.186635
"Stadion Allé 12, st. tv","Aarhus C",8000,"2019-05-31",4550000,4,114,1928,56.143425,10.193793
"Lundbyesgade 21, st. tv","Aarhus C",8000,"2019-05-30",1700000,3,67,1925,56.154675,10.1950245
"Anholtsgade 11, st. th","Aarhus C",8000,"2019-05-30",2273000,2,66,1909,56.160805,10.208547
"Tøndergade 84, 2. th","Aarhus C",8000,"2019-05-30",1698000,3,76,1957,56.140564,10.181143
"Tordenskjoldsgade 40, 4. tv","Aarhus N",8200,"2019-05-30",1700000,3,92,1930,56.17146,10.216495
"Stavangergade 8, 1. tv","Aarhus N",8200,"2019-05-30",1725000,2,58,1911,56.175842,10.199273
"Mariane Thomsens Gade 48, 4. 2","Aarhus C",8000,"2019-05-30",3498000,3,106,2013,56.16506,10.230334
"Otte Ruds Gade 21, 1. th","Aarhus N",8200,"2019-05-29",1315000,2,63,1936,56.171436,10.217364
"Tage-Hansens Gade 11, 5. th","Aarhus C",8000,"2019-05-29",1800000,2,61,1945,56.157856,10.184194
"Bernhardt Jensens Boulevard 91, st. tv","Aarhus C",8000,"2019-05-29",2845000,3,84,2016,56.165676,10.225638
"Ceresbyen 54, st. 2","Aarhus C",8000,"2019-05-29",2950000,2,84,2018,56.15644,10.19309
"Lundbyesgade 21, 3. th","Aarhus C",8000,"2019-05-28",2820000,3,78,1925,56.154675,10.1950245
"Grete Løchtes Gade 4, 6. tv","Aarhus C",8000,"2018-11-27",3800000,3,101,2016,56.165604,10.224933
"Mejlgade 30, 3","Aarhus C",8000,"2018-11-27",4180000,4,108,1896,56.15888,10.21226
"Ceres Allé 7, 4. 1","Aarhus C",8000,"2018-11-27",2860000,2,74,2016,56.15459,10.191217
"Nørrebrogade 20F, 1. mf","Aarhus C",8000,"2018-11-27",1600000,2,56,2015,56.163616,10.211548
"Klostergade 19, 1. 3","Aarhus C",8000,"2018-11-26",1215000,1,33,1999,56.158905,10.208311
"Banegårdsgade 21, st","Aarhus C",8000,"2018-11-26",3255000,4,97,1885,56.150547,10.201424
"Silkeborgvej 100, st. th","Aarhus C",8000,"2018-11-26",1250000,2,63,1935,56.15668,10.181348
"Skt. Pauls Gade 17, 3. tv","Aarhus C",8000,"2018-11-26",1710000,3,88,1906,56.14622,10.202414
"Bogensegade 1, st. tv","Aarhus C",8000,"2018-11-26",1710000,3,86,1910,56.144142,10.2023325
"Niels Juels Gade 8, 1. tv","Aarhus N",8200,"2018-11-25",2000000,2,56,1931,56.16972,10.218498
"Edouard Suensons Gade 4, 1. g","Aarhus N",8200,"2018-11-25",1520000,1,51,1966,56.170784,10.218415
"Marselis Boulevard 132, st. 3","Aarhus C",8000,"2018-11-25",1573000,2,62,1942,56.139687,10.181018
"Otte Ruds Gade 11, st. tv","Aarhus N",8200,"2018-11-25",1360000,2,51,1939,56.1713,10.218406
"Graven 15, 2. th","Aarhus C",8000,"2018-11-25",1900000,2,59,1900,56.158474,10.210868
"Ceresbyen 36, 2. 1","Aarhus C",8000,"2018-11-24",2100000,2,49,2017,56.156067,10.191401
"Herningvej 11, 5. th","Aarhus C",8000,"2018-11-23",1950000,2,54,1932,56.157898,10.190512
"Skovvangsvej 60, 4. th","Aarhus N",8200,"2018-11-22",1200000,3,52,1950,56.176067,10.205239
"Skanderborgvej 33, 2. th","Aarhus C",8000,"2018-11-22",2550000,3,95,1938,56.140423,10.183584
"Sønder Allé 19, st","Aarhus C",8000,"2018-11-22",2750000,4,87,1869,56.1529,10.207014
"Marselis Boulevard 34, 6. tv","Aarhus C",8000,"2018-11-22",3295000,3,112,1967,56.141163,10.198517
"Søndre Ringgade 7, st. tv","Aarhus C",8000,"2018-11-22",3300000,4,111,1933,56.141254,10.193184
"Horsensgade 11, 5","Aarhus C",8000,"2018-11-22",4000000,3,103,1911,56.14529,10.194245
"Vestervang 39, 4. 3944","Aarhus C",8000,"2018-11-22",1455000,1,46,1969,56.16475,10.190965
"Vesterbrogade 24B, 3","Aarhus C",8000,"2018-11-22",1850000,3,54,1901,56.15811,10.196109
"Max Müllers Gade 2B, 1. th","Aarhus C",8000,"2018-11-22",3295000,3,104,1927,56.144978,10.189902
"P.P. Ørums Gade 44, 1. th","Aarhus C",8000,"2018-11-22",2380000,2,69,1937,56.14255,10.1875
"Falstersgade 45, 1","Aarhus C",8000,"2018-11-21",1875000,2,55,1895,56.164112,10.199309
"Thorvaldsensgade 17, 2. th","Aarhus C",8000,"2018-11-21",3430000,4,113,1933,56.155903,10.196857
"Tordenskjoldsgade 96, 1","Aarhus N",8200,"2018-11-21",33333,3,71,1909,56.173763,10.217264
"P.P. Ørums Gade 12, st. tv","Aarhus C",8000,"2018-11-21",1437500,2,67,1935,56.140984,10.192192
"Vestergade 56C, st. tv","Aarhus C",8000,"2018-11-20",1905000,2,53,1750,56.157787,10.201314
"Telefonsmøgen 19, 1","Aarhus C",8000,"2018-11-20",2000000,2,70,1897,56.155174,10.205371
"Montanagade 11, st","Aarhus C",8000,"2018-11-20",1000000,2,59,1900,56.147438,10.200043
"Vesterport 8L","Aarhus C",8000,"2018-11-20",1933000,4,109,1870,56.1579,10.200313
"Kirkegårdsvej 5, 1","Aarhus C",8000,"2018-11-20",2900000,4,102,1886,56.164078,10.210438
"Irma Pedersens Gade 87, 13. 1","Aarhus C",8000,"2018-11-20",9100000,4,145,2019,56.16259,10.228645
"Rosenkrantzgade 12B, 2","Aarhus C",8000,"2018-11-20",1955000,3,84,1875,56.15224,10.206937
"Klostergade 19, 2. 3","Aarhus C",8000,"2018-11-19",1300000,1,33,1999,56.158905,10.208311
"Ceresbyen 46, 3. 3","Aarhus C",8000,"2018-11-19",4300000,3,115,2018,56.156498,10.19254
"Ceres Allé 7, 16. 2","Aarhus C",8000,"2018-11-19",5498000,4,118,2016,56.15459,10.191217
"Herluf Trolles Gade 42, 1","Aarhus N",8200,"2018-11-18",1920000,2,67,1926,56.173008,10.216162
"Montanagade 66, st. th","Aarhus C",8000,"2018-11-18",1750000,2,58,1897,56.145382,10.1997
"Vestervang 41, 7. 4177","Aarhus C",8000,"2018-11-18",4250000,4,149,1969,56.165054,10.189107
"Vesterport 8A, st. th","Aarhus C",8000,"2018-11-18",1593000,3,96,1870,56.157963,10.200117
"Jens Baggesens Vej 100, 3. tv","Aarhus N",8200,"2018-12-08",2275000,3,89,1968,56.170532,10.196567
"Niels Juels Gade 1, 2","Aarhus N",8200,"2018-12-08",3850000,5,158,1900,56.169437,10.21896
"Åparken 6, 1. 6","Aarhus C",8000,"2018-12-08",3500000,4,107,2001,56.154114,10.187518
"Rudolph Wulffs Gade 15, 1. th","Aarhus C",8000,"2018-12-07",1671362,4,80,1953,56.139847,10.184326
"Skovvangsvej 22, 1. tv","Aarhus N",8200,"2018-12-07",1400000,3,72,1955,56.176514,10.201834
"Vestervang 29, 3. mf","Aarhus C",8000,"2018-12-06",1860000,2,66,1983,56.164345,10.192488
"Tåsingegade 22, 1. tv","Aarhus N",8200,"2018-12-06",1200000,2,63,1936,56.17314,10.201773
"Ny Munkegade 3, 1","Aarhus C",8000,"2018-12-06",3400000,5,106,1881,56.160194,10.203824
"Grønnegade 65, 1. th","Aarhus C",8000,"2018-12-06",521500,2,65,1989,56.158817,10.202089
"Grønnegade 65, 1. tv","Aarhus C",8000,"2018-12-06",479000,2,59,1989,56.158817,10.202089
"Ny Munkegade 89, 2. tv","Aarhus C",8000,"2018-12-05",1300000,2,50,1899,56.164093,10.200877
"Saltholmsgade 24, st. tv","Aarhus C",8000,"2018-12-05",1150000,2,49,1899,56.15871,10.195389
"Gebauersgade 4, 2. 1","Aarhus C",8000,"2018-12-05",1950000,2,57,1988,56.151745,10.195352
"Marselisborg Allé 11, 4. tv","Aarhus C",8000,"2018-12-05",3487500,4,97,1938,56.147312,10.20739
"Strandparken 25, st. th","Aarhus C",8000,"2018-12-05",1525000,5,149,1938,56.14416,10.207965
"Eckersbergsgade 30G","Aarhus C",8000,"2018-12-05",3000000,2,70,1927,56.15095,10.194888
"Bernhardt Jensens Boulevard 87, 1. th","Aarhus C",8000,"2018-12-05",2650000,3,97,2016,56.165497,10.225305
"Ivar Huitfeldts Gade 10, st","Aarhus N",8200,"2018-12-04",3500000,5,107,1902,56.170017,10.214791
"Helga Pedersens Gade 17, 5. 1","Aarhus C",8000,"2018-12-04",2675000,2,61,2012,56.166306,10.229337
"Skanderborgvej 33, 5. tv","Aarhus C",8000,"2018-12-03",1120000,2,52,1938,56.140423,10.183584
"Sejrøgade 10, 4. tv","Aarhus C",8000,"2018-12-03",1998000,2,52,1932,56.160065,10.198617
"Otte Ruds Gade 36, 4. th","Aarhus N",8200,"2018-12-03",2208000,2,61,1934,56.171936,10.215587
"Åhusene 9, 5. 1","Aarhus C",8000,"2018-12-03",1950000,3,69,2014,56.15282,10.187249
"Regenburgsgade 12, 1. mf","Aarhus C",8000,"2018-12-02",1625000,2,71,1938,56.15721,10.183254
"Fynsgade 28, st. tv","Aarhus C",8000,"2018-12-02",1300000,3,63,1899,56.163803,10.200582
"Schleppegrellsgade 8, 3. tv","Aarhus C",8000,"2018-12-02",2600000,3,78,1901,56.1469,10.192676
"Trøjborgvej 8H, 3. th","Aarhus N",8200,"2018-12-02",2000000,3,102,2011,56.169254,10.21686
"Grønnegade 82, 1. 2","Aarhus C",8000,"2018-12-01",1335000,1,51,1970,56.16098,10.199785
"Stadion Allé 25, 3. th","Aarhus C",8000,"2018-11-30",1300000,2,68,1929,56.14213,10.194655
"Kriegersvej 19, st. 1","Aarhus C",8000,"2018-11-29",1950000,2,63,1875,56.15011,10.199668
"Brammersgade 2A, st","Aarhus C",8000,"2018-11-29",2195000,1,59,1893,56.147057,10.2026615
"Otte Ruds Gade 31A, 1. tv","Aarhus N",8200,"2018-11-29",2350000,3,57,2014,56.17131,10.215472
"Åparken 4, st. 7","Aarhus C",8000,"2018-11-29",4532849,2,55,2000,56.15411,10.186765
"Ceresbyen 48, 1. 3","Aarhus C",8000,"2018-11-29",3075000,3,71,2018,56.156353,10.192664
"Åparken 4, 2. 7","Aarhus C",8000,"2018-11-29",4882512,2,55,2000,56.15411,10.186765
"Falstersgade 46, 2. th","Aarhus C",8000,"2018-11-28",3260000,3,83,1935,56.164326,10.199408
"Carl Blochs Gade 59, 9. tv","Aarhus C",8000,"2018-11-28",5400000,5,121,0,56.153744,10.192468
"Grønnegade 93, 2. 4","Aarhus C",8000,"2018-11-28",1020000,2,57,1922,56.16058,10.199838
"Silkeborgvej 162, st. th","Aarhus C",8000,"2018-11-27",1900000,2,50,1939,56.156223,10.177798
"Janus La Cours Gade 14, 1. mf","Aarhus C",8000,"2018-11-27",658750,2,74,1984,56.157166,10.19706
